"id_noticia"|"id_tipo"|"id_pais"|"id_fuente"|"id_autor"|"real_fake_integer"|"tiempo"|"compartir_tiempo"|"compartir"|"visitas"|"duracion"|"favorito"
"2889"|"19"|"29"|"25"|"7"|"0"|"2022-09-23 00:00:00"|"2022-10-05 12:00:00"|"22976"|"277991"|"397"|"4824"
"289"|"14"|"26"|"25"|"9"|"0"|"2022-09-16 10:00:00"|"2022-09-22 05:00:00"|"18474"|"679579"|"309"|"6739"
"2893"|"8"|"26"|"28"|"27"|"0"|"2022-09-14 02:00:00"|"2022-09-28 23:00:00"|"25060"|"151551"|"509"|"1505"
"2895"|"0"|"17"|"25"|"15"|"0"|"2022-09-11 11:00:00"|"2022-09-23 05:00:00"|"61447"|"498289"|"54"|"9193"
"2896"|"5"|"34"|"17"|"4"|"1"|"2022-09-22 19:00:00"|"2022-10-02 16:00:00"|"45238"|"829747"|"83"|"2392"
"2897"|"14"|"13"|"27"|"9"|"1"|"2022-09-21 16:00:00"|"2022-09-29 06:00:00"|"13759"|"961192"|"440"|"1639"
"2900"|"1"|"8"|"21"|"9"|"1"|"2022-09-12 05:00:00"|"2022-10-03 04:00:00"|"96846"|"417210"|"19"|"8112"
"2901"|"13"|"5"|"16"|"8"|"0"|"2022-09-08 16:00:00"|"2022-09-19 10:00:00"|"1"|"839420"|"239"|"7671"
"2903"|"7"|"32"|"29"|"1"|"0"|"2022-09-10 01:00:00"|"2022-09-13 04:00:00"|"43765"|"814500"|"154"|"6526"
"2904"|"20"|"30"|"22"|"15"|"0"|"2022-09-16 21:00:00"|"2022-09-17 13:00:00"|"8289"|"56541"|"108"|"3595"
"2905"|"20"|"11"|"19"|"17"|"0"|"2022-09-12 04:00:00"|"2022-09-20 12:00:00"|"70953"|"413467"|"565"|"2459"
"2906"|"15"|"23"|"13"|"22"|"0"|"2022-10-04 23:00:00"|"2022-10-07 09:00:00"|"18752"|"288122"|"441"|"7229"
"2909"|"5"|"12"|"21"|"27"|"1"|"2022-09-07 14:00:00"|"2022-10-08 00:00:00"|"72"|"70070"|"24"|"3836"
"291"|"14"|"23"|"0"|"28"|"0"|"2022-09-11 19:00:00"|"2022-09-14 20:00:00"|"24963"|"716111"|"482"|"5373"
"2911"|"12"|"16"|"21"|"6"|"0"|"2022-09-03 23:00:00"|"2022-10-08 04:00:00"|"40028"|"71558"|"206"|"246"
"2912"|"12"|"1"|"28"|"21"|"0"|"2022-09-11 20:00:00"|"2022-09-26 10:00:00"|"39453"|"634972"|"160"|"9102"
"2913"|"20"|"8"|"17"|"9"|"1"|"2022-09-22 11:00:00"|"2022-10-07 16:00:00"|"58903"|"554925"|"204"|"9020"
"2915"|"16"|"24"|"15"|"11"|"1"|"2022-10-02 10:00:00"|"2022-10-07 10:00:00"|"91556"|"531458"|"161"|"5913"
"2916"|"14"|"21"|"18"|"9"|"0"|"2022-09-26 11:00:00"|"2022-10-04 20:00:00"|"46272"|"122115"|"103"|"4928"
"2919"|"4"|"14"|"18"|"28"|"1"|"2022-09-27 00:00:00"|"2022-10-04 06:00:00"|"20860"|"294726"|"485"|"1892"
"292"|"10"|"7"|"31"|"7"|"1"|"2022-09-07 12:00:00"|"2022-10-05 22:00:00"|"54359"|"245138"|"257"|"4486"
"2920"|"15"|"19"|"3"|"30"|"0"|"2022-09-08 02:00:00"|"2022-10-09 00:00:00"|"3915"|"606972"|"183"|"5238"
"2921"|"10"|"23"|"9"|"9"|"0"|"2022-09-02 00:00:00"|"2022-09-22 00:00:00"|"33866"|"822402"|"98"|"3228"
"2923"|"14"|"12"|"7"|"5"|"0"|"2022-09-06 10:00:00"|"2022-10-08 06:00:00"|"61196"|"712260"|"288"|"8231"
"2925"|"2"|"11"|"0"|"25"|"1"|"2022-09-20 22:00:00"|"2022-09-22 00:00:00"|"64335"|"807747"|"398"|"3878"
"2927"|"3"|"24"|"12"|"31"|"0"|"2022-09-20 08:00:00"|"2022-10-10 15:00:00"|"64686"|"690425"|"485"|"5302"
"2928"|"12"|"21"|"7"|"28"|"1"|"2022-09-26 04:00:00"|"2022-09-26 13:00:00"|"99423"|"952263"|"0"|"6926"
"2929"|"13"|"27"|"29"|"3"|"0"|"2022-09-26 02:00:00"|"2022-10-02 07:00:00"|"93363"|"971842"|"234"|"4322"
"293"|"8"|"17"|"19"|"9"|"0"|"2022-09-20 13:00:00"|"2022-10-04 03:00:00"|"93623"|"711846"|"365"|"1318"
"2932"|"14"|"5"|"19"|"17"|"0"|"2022-09-28 21:00:00"|"2022-10-06 12:00:00"|"34724"|"246145"|"51"|"1032"
"2933"|"2"|"33"|"4"|"7"|"1"|"2022-09-16 04:00:00"|"2022-09-17 10:00:00"|"21111"|"350069"|"10"|"7546"
"2935"|"18"|"2"|"0"|"17"|"0"|"2022-09-02 15:00:00"|"2022-09-18 04:00:00"|"86348"|"55594"|"277"|"377"
"2936"|"15"|"14"|"31"|"9"|"1"|"2022-09-05 20:00:00"|"2022-09-11 05:00:00"|"75345"|"533723"|"77"|"7401"
"2938"|"0"|"9"|"9"|"14"|"1"|"2022-09-03 18:00:00"|"2022-10-05 17:00:00"|"79285"|"672406"|"155"|"4235"
"294"|"3"|"8"|"16"|"26"|"0"|"2022-09-16 21:00:00"|"2022-09-26 11:00:00"|"82884"|"675492"|"65"|"4801"
"2940"|"5"|"7"|"32"|"6"|"0"|"2022-09-12 07:00:00"|"2022-10-05 20:00:00"|"39420"|"739988"|"175"|"9708"
"2942"|"11"|"15"|"12"|"21"|"0"|"2022-09-19 10:00:00"|"2022-09-30 17:00:00"|"45282"|"659329"|"64"|"8371"
"2943"|"7"|"32"|"14"|"11"|"0"|"2022-09-08 01:00:00"|"2022-10-09 11:00:00"|"86626"|"821320"|"159"|"9219"
"2944"|"16"|"30"|"28"|"14"|"1"|"2022-09-13 05:00:00"|"2022-09-29 18:00:00"|"2933"|"701256"|"434"|"2646"
"2946"|"10"|"28"|"11"|"20"|"1"|"2022-10-02 17:00:00"|"2022-10-03 21:00:00"|"90815"|"896415"|"443"|"8698"
"2948"|"16"|"14"|"28"|"30"|"1"|"2022-09-26 22:00:00"|"2022-10-06 03:00:00"|"82866"|"103427"|"197"|"146"
"2949"|"3"|"5"|"3"|"3"|"0"|"2022-09-09 22:00:00"|"2022-09-11 05:00:00"|"3732"|"374239"|"350"|"4801"
"295"|"7"|"24"|"6"|"9"|"1"|"2022-09-10 07:00:00"|"2022-09-18 20:00:00"|"1668"|"895065"|"385"|"9079"
"2951"|"12"|"18"|"9"|"3"|"1"|"2022-09-08 00:00:00"|"2022-10-10 06:00:00"|"76659"|"10594"|"147"|"3596"
"2953"|"11"|"31"|"17"|"33"|"1"|"2022-09-30 17:00:00"|"2022-10-09 17:00:00"|"59606"|"114940"|"202"|"5551"
"2954"|"4"|"19"|"0"|"11"|"1"|"2022-09-10 08:00:00"|"2022-09-21 11:00:00"|"2316"|"680929"|"288"|"7827"
"2957"|"17"|"27"|"27"|"13"|"1"|"2022-09-08 14:00:00"|"2022-10-09 16:00:00"|"5947"|"20496"|"272"|"7232"
"2958"|"10"|"25"|"25"|"10"|"1"|"2022-10-10 16:00:00"|"2022-10-11 05:00:00"|"61266"|"900528"|"380"|"9782"
"2959"|"10"|"14"|"27"|"25"|"0"|"2022-09-11 10:00:00"|"2022-09-20 21:00:00"|"92554"|"12230"|"252"|"2301"
"296"|"2"|"9"|"3"|"1"|"1"|"2022-09-05 17:00:00"|"2022-09-05 21:00:00"|"99139"|"632385"|"268"|"9236"
"2962"|"3"|"5"|"24"|"34"|"0"|"2022-09-13 17:00:00"|"2022-10-05 22:00:00"|"25342"|"350149"|"197"|"850"
"2963"|"4"|"33"|"0"|"34"|"0"|"2022-09-27 12:00:00"|"2022-10-02 21:00:00"|"99807"|"526980"|"327"|"5189"
"2966"|"3"|"10"|"5"|"20"|"1"|"2022-09-19 05:00:00"|"2022-09-19 10:00:00"|"92120"|"337451"|"627"|"0"
"2967"|"5"|"24"|"23"|"20"|"1"|"2022-09-25 05:00:00"|"2022-10-06 06:00:00"|"49948"|"705994"|"306"|"3844"
"2968"|"11"|"32"|"0"|"9"|"0"|"2022-09-30 17:00:00"|"2022-10-09 13:00:00"|"47848"|"409941"|"56"|"5600"
"2970"|"20"|"3"|"7"|"4"|"0"|"2022-09-25 16:00:00"|"2022-09-25 17:00:00"|"9844"|"682267"|"312"|"7636"
"2971"|"10"|"19"|"28"|"24"|"1"|"2022-09-04 21:00:00"|"2022-09-29 20:00:00"|"52766"|"940750"|"253"|"2586"
"2972"|"1"|"0"|"8"|"10"|"0"|"2022-09-18 12:00:00"|"2022-10-05 04:00:00"|"51810"|"803484"|"203"|"58"
"2974"|"15"|"11"|"14"|"17"|"0"|"2022-09-23 22:00:00"|"2022-09-29 23:00:00"|"46008"|"171246"|"103"|"1702"
"2976"|"2"|"13"|"0"|"9"|"1"|"2022-09-05 21:00:00"|"2022-09-29 23:00:00"|"62591"|"50012"|"281"|"287"
"2979"|"10"|"34"|"6"|"19"|"0"|"2022-10-01 13:00:00"|"2022-10-08 16:00:00"|"58965"|"180978"|"323"|"786"
"298"|"0"|"8"|"24"|"20"|"1"|"2022-09-17 01:00:00"|"2022-10-08 20:00:00"|"50375"|"855654"|"96"|"6159"
"2980"|"17"|"12"|"25"|"25"|"0"|"2022-09-06 22:00:00"|"2022-09-12 10:00:00"|"85573"|"560633"|"203"|"810"
"2981"|"10"|"11"|"32"|"9"|"0"|"2022-09-06 03:00:00"|"2022-09-25 09:00:00"|"89952"|"660007"|"18"|"9405"
"2982"|"19"|"20"|"21"|"27"|"1"|"2022-09-15 23:00:00"|"2022-10-10 10:00:00"|"27529"|"316036"|"190"|"5332"
"2983"|"16"|"1"|"5"|"25"|"0"|"2022-09-18 07:00:00"|"2022-09-30 19:00:00"|"49526"|"569393"|"261"|"5890"
"2984"|"12"|"10"|"25"|"16"|"1"|"2022-09-04 14:00:00"|"2022-09-22 13:00:00"|"23651"|"44508"|"492"|"9909"
"2985"|"10"|"12"|"23"|"9"|"0"|"2022-09-05 01:00:00"|"2022-09-07 14:00:00"|"79723"|"864276"|"316"|"6000"
"2986"|"9"|"7"|"20"|"1"|"0"|"2022-09-21 17:00:00"|"2022-09-28 04:00:00"|"60737"|"573684"|"263"|"8268"
"2987"|"11"|"26"|"32"|"27"|"0"|"2022-09-29 04:00:00"|"2022-10-05 07:00:00"|"83892"|"688377"|"605"|"4681"
"2989"|"10"|"1"|"30"|"2"|"0"|"2022-09-02 12:00:00"|"2022-09-23 09:00:00"|"83577"|"224846"|"54"|"4354"
"299"|"1"|"15"|"0"|"12"|"1"|"2022-09-18 15:00:00"|"2022-09-28 23:00:00"|"92851"|"879096"|"541"|"7602"
"2990"|"12"|"27"|"8"|"28"|"0"|"2022-09-11 02:00:00"|"2022-09-13 15:00:00"|"95394"|"856217"|"562"|"83"
"2993"|"1"|"25"|"0"|"9"|"1"|"2022-09-28 16:00:00"|"2022-09-29 17:00:00"|"80077"|"536634"|"73"|"2786"
"2994"|"18"|"6"|"14"|"9"|"1"|"2022-09-14 18:00:00"|"2022-10-01 06:00:00"|"49321"|"353714"|"195"|"3911"
"2995"|"7"|"18"|"30"|"9"|"0"|"2022-09-24 04:00:00"|"2022-09-26 20:00:00"|"63156"|"453362"|"31"|"4720"
"2996"|"7"|"22"|"10"|"4"|"0"|"2022-10-05 15:00:00"|"2022-10-10 20:00:00"|"79122"|"403074"|"282"|"2764"
"2997"|"10"|"10"|"3"|"14"|"1"|"2022-09-08 09:00:00"|"2022-09-25 06:00:00"|"64320"|"592003"|"151"|"3514"
"2998"|"20"|"15"|"0"|"16"|"0"|"2022-09-09 10:00:00"|"2022-09-09 16:00:00"|"71705"|"999300"|"479"|"2818"
"3"|"15"|"12"|"19"|"9"|"1"|"2022-09-12 03:00:00"|"2022-09-14 13:00:00"|"28413"|"641803"|"351"|"5107"
"30"|"13"|"17"|"3"|"6"|"0"|"2022-09-08 10:00:00"|"2022-09-12 15:00:00"|"49519"|"726949"|"213"|"9901"
"3002"|"20"|"8"|"23"|"22"|"0"|"2022-09-08 06:00:00"|"2022-09-18 13:00:00"|"6150"|"23050"|"438"|"4977"
"3003"|"19"|"14"|"5"|"30"|"0"|"2022-09-06 20:00:00"|"2022-09-11 06:00:00"|"21643"|"434347"|"8"|"7408"
"3004"|"12"|"33"|"25"|"1"|"1"|"2022-09-25 21:00:00"|"2022-09-26 17:00:00"|"17933"|"988953"|"85"|"5459"
"3005"|"18"|"2"|"16"|"9"|"0"|"2022-09-07 19:00:00"|"2022-09-21 20:00:00"|"49122"|"921681"|"5"|"4563"
"3007"|"4"|"7"|"32"|"9"|"0"|"2022-09-26 10:00:00"|"2022-09-26 16:00:00"|"78762"|"953916"|"122"|"7588"
"3008"|"14"|"29"|"32"|"13"|"0"|"2022-09-06 15:00:00"|"2022-10-01 11:00:00"|"37835"|"604889"|"172"|"9070"
"3009"|"15"|"34"|"22"|"27"|"1"|"2022-09-15 01:00:00"|"2022-10-05 09:00:00"|"42693"|"3803"|"680"|"5859"
"301"|"7"|"13"|"0"|"15"|"0"|"2022-09-08 08:00:00"|"2022-10-10 13:00:00"|"82719"|"441767"|"276"|"5324"
"3011"|"14"|"14"|"16"|"30"|"0"|"2022-09-11 16:00:00"|"2022-09-14 01:00:00"|"74729"|"780609"|"327"|"4545"
"3013"|"15"|"25"|"31"|"30"|"0"|"2022-10-01 17:00:00"|"2022-10-03 14:00:00"|"56198"|"622352"|"341"|"7476"
"3014"|"7"|"1"|"24"|"29"|"1"|"2022-09-20 09:00:00"|"2022-09-29 13:00:00"|"46151"|"787297"|"390"|"6612"
"3016"|"0"|"11"|"22"|"24"|"0"|"2022-09-04 06:00:00"|"2022-09-15 04:00:00"|"53370"|"616317"|"120"|"9970"
"3017"|"12"|"14"|"1"|"9"|"0"|"2022-09-03 18:00:00"|"2022-09-09 23:00:00"|"10066"|"447668"|"202"|"7577"
"3019"|"11"|"18"|"13"|"5"|"1"|"2022-09-02 09:00:00"|"2022-10-09 19:00:00"|"77458"|"419096"|"188"|"9059"
"3020"|"19"|"27"|"12"|"30"|"1"|"2022-09-25 12:00:00"|"2022-10-01 09:00:00"|"86441"|"744295"|"315"|"7131"
"3022"|"6"|"27"|"31"|"5"|"1"|"2022-09-14 23:00:00"|"2022-09-18 08:00:00"|"5720"|"128284"|"175"|"4704"
"3025"|"15"|"6"|"18"|"7"|"0"|"2022-09-03 01:00:00"|"2022-10-02 16:00:00"|"66854"|"658486"|"0"|"6478"
"3027"|"11"|"24"|"3"|"19"|"0"|"2022-09-18 11:00:00"|"2022-10-06 13:00:00"|"6723"|"472699"|"287"|"7516"
"3028"|"2"|"26"|"11"|"24"|"0"|"2022-09-26 01:00:00"|"2022-10-04 21:00:00"|"99156"|"370156"|"437"|"9727"
"3029"|"12"|"17"|"13"|"28"|"1"|"2022-09-05 14:00:00"|"2022-09-26 21:00:00"|"10018"|"176587"|"8"|"6264"
"3030"|"19"|"20"|"32"|"9"|"0"|"2022-09-17 21:00:00"|"2022-10-03 06:00:00"|"89846"|"579823"|"433"|"8767"
"3032"|"9"|"8"|"18"|"0"|"0"|"2022-09-20 12:00:00"|"2022-09-29 02:00:00"|"71175"|"441213"|"289"|"3111"
"3033"|"10"|"5"|"24"|"29"|"1"|"2022-10-09 04:00:00"|"2022-10-10 01:00:00"|"98106"|"894460"|"244"|"1756"
"3036"|"5"|"31"|"26"|"8"|"1"|"2022-09-14 04:00:00"|"2022-10-08 12:00:00"|"64223"|"682213"|"458"|"7830"
"3037"|"15"|"19"|"27"|"9"|"0"|"2022-09-14 20:00:00"|"2022-09-25 00:00:00"|"66176"|"281799"|"103"|"2004"
"3041"|"10"|"12"|"24"|"9"|"0"|"2022-10-05 13:00:00"|"2022-10-09 17:00:00"|"68033"|"840012"|"103"|"6204"
"3042"|"5"|"10"|"18"|"9"|"1"|"2022-09-10 19:00:00"|"2022-09-14 08:00:00"|"22957"|"762962"|"158"|"7871"
"3046"|"12"|"22"|"8"|"4"|"0"|"2022-09-08 09:00:00"|"2022-10-05 18:00:00"|"18126"|"298288"|"249"|"8271"
"3047"|"13"|"3"|"7"|"14"|"0"|"2022-09-05 21:00:00"|"2022-09-13 05:00:00"|"77454"|"164755"|"443"|"7701"
"3048"|"1"|"21"|"30"|"32"|"0"|"2022-09-02 03:00:00"|"2022-09-24 00:00:00"|"91162"|"83882"|"307"|"9858"
"3049"|"2"|"3"|"24"|"2"|"0"|"2022-09-06 17:00:00"|"2022-09-22 23:00:00"|"6561"|"317410"|"131"|"8154"
"305"|"12"|"33"|"20"|"0"|"0"|"2022-09-10 00:00:00"|"2022-09-23 16:00:00"|"54840"|"201212"|"142"|"1"
"3050"|"19"|"15"|"6"|"33"|"0"|"2022-09-05 04:00:00"|"2022-09-15 07:00:00"|"62317"|"761130"|"484"|"3665"
"3051"|"16"|"10"|"7"|"19"|"0"|"2022-09-04 07:00:00"|"2022-09-26 13:00:00"|"47986"|"227571"|"142"|"9447"
"3052"|"10"|"6"|"18"|"15"|"1"|"2022-09-08 13:00:00"|"2022-09-27 15:00:00"|"71147"|"741880"|"304"|"4155"
"3053"|"20"|"34"|"10"|"20"|"1"|"2022-09-17 04:00:00"|"2022-10-07 10:00:00"|"33152"|"94811"|"8"|"3043"
"3055"|"16"|"13"|"27"|"9"|"0"|"2022-09-14 03:00:00"|"2022-10-09 08:00:00"|"94980"|"885284"|"79"|"9381"
"3056"|"2"|"4"|"0"|"7"|"1"|"2022-09-18 18:00:00"|"2022-10-01 08:00:00"|"81345"|"50504"|"705"|"341"
"3058"|"7"|"2"|"11"|"9"|"0"|"2022-09-16 17:00:00"|"2022-10-01 01:00:00"|"31115"|"961350"|"374"|"7583"
"3059"|"4"|"11"|"8"|"18"|"1"|"2022-09-03 13:00:00"|"2022-10-04 21:00:00"|"58470"|"555671"|"169"|"9190"
"306"|"11"|"7"|"31"|"31"|"0"|"2022-10-08 15:00:00"|"2022-10-10 07:00:00"|"27251"|"801780"|"141"|"4969"
"3061"|"3"|"9"|"9"|"17"|"0"|"2022-09-12 12:00:00"|"2022-09-16 05:00:00"|"99739"|"139294"|"208"|"4629"
"3063"|"7"|"17"|"9"|"16"|"1"|"2022-09-05 17:00:00"|"2022-10-05 03:00:00"|"33573"|"803758"|"218"|"7866"
"3066"|"5"|"4"|"2"|"33"|"1"|"2022-09-29 15:00:00"|"2022-09-29 20:00:00"|"75519"|"942998"|"119"|"7506"
"3067"|"9"|"10"|"32"|"12"|"1"|"2022-09-08 05:00:00"|"2022-09-16 20:00:00"|"85276"|"194218"|"276"|"7122"
"3068"|"15"|"7"|"26"|"3"|"0"|"2022-09-01 18:00:00"|"2022-09-13 13:00:00"|"44289"|"578166"|"456"|"6272"
"307"|"0"|"16"|"23"|"25"|"0"|"2022-09-05 19:00:00"|"2022-09-29 01:00:00"|"35965"|"148567"|"180"|"9182"
"3072"|"4"|"24"|"27"|"6"|"0"|"2022-09-27 03:00:00"|"2022-10-04 07:00:00"|"1251"|"696191"|"61"|"4822"
"3073"|"8"|"6"|"21"|"5"|"1"|"2022-09-23 14:00:00"|"2022-10-01 18:00:00"|"67895"|"397215"|"136"|"9561"
"3075"|"15"|"19"|"23"|"27"|"0"|"2022-09-02 16:00:00"|"2022-09-18 08:00:00"|"8248"|"5389"|"464"|"1064"
"3077"|"13"|"31"|"15"|"5"|"0"|"2022-10-04 12:00:00"|"2022-10-05 23:00:00"|"49470"|"400878"|"503"|"562"
"3078"|"20"|"0"|"3"|"12"|"0"|"2022-09-25 07:00:00"|"2022-10-02 04:00:00"|"96689"|"834785"|"160"|"7138"
"3080"|"19"|"33"|"24"|"4"|"0"|"2022-10-09 01:00:00"|"2022-10-09 11:00:00"|"65137"|"879555"|"468"|"1391"
"3081"|"14"|"13"|"31"|"34"|"0"|"2022-09-25 10:00:00"|"2022-10-05 16:00:00"|"36532"|"361783"|"229"|"9462"
"3085"|"4"|"28"|"20"|"9"|"0"|"2022-09-15 18:00:00"|"2022-10-09 16:00:00"|"50"|"998153"|"476"|"9110"
"3089"|"5"|"19"|"18"|"9"|"0"|"2022-09-11 11:00:00"|"2022-10-02 10:00:00"|"16363"|"154102"|"20"|"3471"
"3092"|"17"|"21"|"32"|"32"|"0"|"2022-09-07 02:00:00"|"2022-10-06 04:00:00"|"53107"|"830819"|"552"|"420"
"3093"|"20"|"20"|"20"|"6"|"0"|"2022-09-15 22:00:00"|"2022-09-29 21:00:00"|"84222"|"197925"|"525"|"4977"
"3094"|"19"|"6"|"30"|"2"|"1"|"2022-10-01 20:00:00"|"2022-10-08 06:00:00"|"37591"|"781830"|"546"|"3559"
"3100"|"5"|"4"|"9"|"12"|"0"|"2022-09-17 05:00:00"|"2022-09-20 09:00:00"|"33636"|"837523"|"227"|"813"
"3102"|"10"|"3"|"19"|"2"|"1"|"2022-09-13 14:00:00"|"2022-09-20 03:00:00"|"13498"|"978141"|"421"|"4197"
"3103"|"4"|"8"|"24"|"24"|"1"|"2022-09-12 20:00:00"|"2022-09-19 03:00:00"|"93556"|"888299"|"91"|"701"
"3105"|"0"|"0"|"19"|"32"|"1"|"2022-09-22 03:00:00"|"2022-10-09 09:00:00"|"38597"|"336908"|"7"|"1284"
"3106"|"6"|"21"|"4"|"5"|"0"|"2022-09-25 00:00:00"|"2022-10-01 20:00:00"|"76254"|"603317"|"152"|"385"
"3107"|"8"|"5"|"22"|"16"|"1"|"2022-09-19 00:00:00"|"2022-10-02 06:00:00"|"18229"|"91953"|"534"|"0"
"3109"|"16"|"0"|"30"|"9"|"0"|"2022-09-11 23:00:00"|"2022-09-20 00:00:00"|"4155"|"789374"|"547"|"7358"
"311"|"13"|"2"|"3"|"9"|"1"|"2022-09-16 05:00:00"|"2022-09-23 17:00:00"|"9321"|"687229"|"404"|"9870"
"3110"|"12"|"14"|"13"|"30"|"0"|"2022-09-14 02:00:00"|"2022-09-17 20:00:00"|"41214"|"126002"|"218"|"3415"
"3112"|"10"|"3"|"18"|"25"|"1"|"2022-09-16 22:00:00"|"2022-10-01 16:00:00"|"23468"|"747072"|"153"|"3001"
"3114"|"17"|"5"|"23"|"9"|"1"|"2022-09-30 14:00:00"|"2022-09-30 22:00:00"|"29812"|"650785"|"2"|"6682"
"3115"|"18"|"31"|"31"|"16"|"0"|"2022-09-28 02:00:00"|"2022-09-28 23:00:00"|"58692"|"632460"|"156"|"4247"
"3116"|"9"|"10"|"7"|"33"|"0"|"2022-09-02 00:00:00"|"2022-10-07 14:00:00"|"25354"|"783906"|"275"|"1907"
"3117"|"1"|"16"|"26"|"1"|"1"|"2022-09-26 22:00:00"|"2022-10-11 01:00:00"|"47313"|"137898"|"464"|"5236"
"3121"|"10"|"28"|"2"|"3"|"1"|"2022-09-10 13:00:00"|"2022-10-03 06:00:00"|"20833"|"618942"|"226"|"7953"
"3122"|"19"|"7"|"14"|"0"|"1"|"2022-09-13 09:00:00"|"2022-09-27 02:00:00"|"4190"|"486257"|"195"|"472"
"3124"|"2"|"17"|"11"|"22"|"0"|"2022-09-21 20:00:00"|"2022-10-03 22:00:00"|"78343"|"148674"|"235"|"6050"
"3127"|"9"|"15"|"27"|"15"|"0"|"2022-09-03 13:00:00"|"2022-09-29 09:00:00"|"34898"|"451813"|"416"|"1264"
"3128"|"10"|"28"|"2"|"9"|"1"|"2022-09-05 09:00:00"|"2022-10-04 08:00:00"|"14972"|"204781"|"462"|"4362"
"3129"|"10"|"25"|"14"|"12"|"0"|"2022-09-08 19:00:00"|"2022-10-02 01:00:00"|"45176"|"132590"|"476"|"6831"
"3131"|"17"|"19"|"2"|"9"|"1"|"2022-09-07 18:00:00"|"2022-10-07 15:00:00"|"40930"|"692969"|"47"|"2153"
"3132"|"0"|"32"|"31"|"2"|"1"|"2022-09-13 04:00:00"|"2022-09-26 19:00:00"|"74222"|"572278"|"104"|"617"
"3134"|"14"|"33"|"10"|"12"|"1"|"2022-09-14 12:00:00"|"2022-10-04 02:00:00"|"7436"|"431106"|"228"|"3427"
"3135"|"2"|"29"|"20"|"9"|"1"|"2022-09-14 16:00:00"|"2022-09-22 16:00:00"|"55128"|"448108"|"503"|"4910"
"3136"|"16"|"22"|"25"|"13"|"1"|"2022-09-09 20:00:00"|"2022-10-01 09:00:00"|"12870"|"259383"|"325"|"3943"
"3137"|"19"|"16"|"22"|"4"|"1"|"2022-09-24 03:00:00"|"2022-10-08 08:00:00"|"63165"|"171946"|"286"|"5157"
"3138"|"16"|"22"|"15"|"23"|"0"|"2022-09-25 10:00:00"|"2022-10-02 12:00:00"|"74764"|"670590"|"512"|"5154"
"314"|"2"|"33"|"29"|"14"|"1"|"2022-09-13 23:00:00"|"2022-09-22 23:00:00"|"6407"|"839996"|"615"|"6217"
"3140"|"11"|"3"|"24"|"9"|"0"|"2022-09-18 15:00:00"|"2022-10-01 19:00:00"|"83588"|"368769"|"508"|"2379"
"3141"|"6"|"6"|"8"|"9"|"1"|"2022-09-05 14:00:00"|"2022-10-01 11:00:00"|"59653"|"759883"|"570"|"3778"
"3143"|"9"|"26"|"18"|"10"|"1"|"2022-09-12 14:00:00"|"2022-10-06 05:00:00"|"11049"|"22664"|"47"|"5180"
"3144"|"17"|"14"|"27"|"19"|"0"|"2022-09-03 19:00:00"|"2022-10-04 17:00:00"|"42943"|"642499"|"266"|"3808"
"3146"|"16"|"14"|"2"|"22"|"1"|"2022-09-08 04:00:00"|"2022-10-05 12:00:00"|"78641"|"947793"|"755"|"1921"
"3147"|"13"|"24"|"28"|"26"|"0"|"2022-09-04 03:00:00"|"2022-09-04 14:00:00"|"5242"|"402565"|"208"|"1627"
"3149"|"1"|"32"|"25"|"10"|"0"|"2022-09-25 17:00:00"|"2022-10-08 00:00:00"|"40318"|"97412"|"451"|"7952"
"3150"|"2"|"27"|"17"|"0"|"0"|"2022-09-19 06:00:00"|"2022-09-21 20:00:00"|"23898"|"538409"|"315"|"5804"
"3151"|"10"|"32"|"21"|"15"|"0"|"2022-09-04 23:00:00"|"2022-10-01 06:00:00"|"83764"|"134388"|"368"|"1666"
"3152"|"17"|"6"|"1"|"9"|"0"|"2022-09-12 15:00:00"|"2022-09-21 20:00:00"|"93663"|"659587"|"189"|"8186"
"3153"|"19"|"9"|"23"|"28"|"1"|"2022-09-07 21:00:00"|"2022-09-24 05:00:00"|"34704"|"687476"|"502"|"7856"
"3154"|"2"|"7"|"2"|"2"|"0"|"2022-09-14 08:00:00"|"2022-10-05 22:00:00"|"19509"|"839616"|"140"|"1241"
"3156"|"12"|"18"|"23"|"21"|"0"|"2022-09-13 01:00:00"|"2022-09-20 05:00:00"|"89573"|"236739"|"22"|"4119"
"3157"|"12"|"33"|"16"|"9"|"1"|"2022-09-07 03:00:00"|"2022-09-23 04:00:00"|"75711"|"314978"|"70"|"629"
"3159"|"13"|"21"|"7"|"9"|"1"|"2022-09-14 03:00:00"|"2022-09-21 05:00:00"|"51322"|"197988"|"474"|"461"
"3161"|"17"|"5"|"0"|"7"|"1"|"2022-10-02 22:00:00"|"2022-10-04 15:00:00"|"58604"|"200301"|"437"|"4819"
"3163"|"10"|"4"|"22"|"27"|"0"|"2022-09-21 08:00:00"|"2022-09-23 02:00:00"|"40547"|"107027"|"399"|"7186"
"3164"|"1"|"34"|"27"|"9"|"0"|"2022-09-06 19:00:00"|"2022-09-13 12:00:00"|"25151"|"41919"|"344"|"4358"
"3166"|"9"|"10"|"26"|"21"|"0"|"2022-09-05 11:00:00"|"2022-10-11 06:00:00"|"16950"|"835561"|"197"|"2523"
"3168"|"11"|"29"|"0"|"21"|"1"|"2022-09-05 19:00:00"|"2022-09-29 16:00:00"|"54099"|"778739"|"37"|"9660"
